Schema,Table,Column,Action,SQL Statement
escdb-600,mfa_account_factor_cfg,org_id,ALTER COLUMN,ALTER TABLE mfa_account_factor_cfg MODIFY COLUMN org_id varchar(1024) COMMENT '组织id';
escdb-600,mfa_city_latlng,city,ALTER COLUMN,ALTER TABLE mfa_city_latlng MODIFY COLUMN city varchar(255) COMMENT '城市';
escdb-600,mfa_city_latlng,E,ALTER COLUMN,ALTER TABLE mfa_city_latlng MODIFY COLUMN E varchar(255) COMMENT 'e';
escdb-600,mfa_city_latlng,government,ALTER COLUMN,ALTER TABLE mfa_city_latlng MODIFY COLUMN government varchar(255) COMMENT '政府';
escdb-600,mfa_city_latlng,N,ALTER COLUMN,ALTER TABLE mfa_city_latlng MODIFY COLUMN N varchar(255) COMMENT 'n';
escdb-600,mfa_device_factor_cfg,is_auto_renew,ALTER COLUMN,ALTER TABLE mfa_device_factor_cfg MODIFY COLUMN is_auto_renew int(2) COMMENT '是自动续订';
escdb-600,mfa_device_server_ip_detail,num_end,ALTER COLUMN,ALTER TABLE mfa_device_server_ip_detail MODIFY COLUMN num_end bigint(10) COMMENT 'num结束';
escdb-600,mfa_device_server_ip_detail,num_start,ALTER COLUMN,ALTER TABLE mfa_device_server_ip_detail MODIFY COLUMN num_start bigint(10) COMMENT 'num启动';
escdb-600,mfa_device_verified_server_ip_detail,num_end,ALTER COLUMN,ALTER TABLE mfa_device_verified_server_ip_detail MODIFY COLUMN num_end bigint(10) COMMENT 'num结束';
escdb-600,mfa_device_verified_server_ip_detail,num_start,ALTER COLUMN,ALTER TABLE mfa_device_verified_server_ip_detail MODIFY COLUMN num_start bigint(10) COMMENT 'num启动';
escdb-600,mfa_ip_factor_cfg,num_end,ALTER COLUMN,ALTER TABLE mfa_ip_factor_cfg MODIFY COLUMN num_end bigint(10) COMMENT 'num结束';
escdb-600,mfa_ip_factor_cfg,num_start,ALTER COLUMN,ALTER TABLE mfa_ip_factor_cfg MODIFY COLUMN num_start bigint(10) COMMENT 'num启动';
escdb-600,mfa_login_record_history,city,ALTER COLUMN,ALTER TABLE mfa_login_record_history MODIFY COLUMN city varchar(50) COMMENT '城市';
escdb-600,mfa_login_record_history,updated_at,ALTER COLUMN,ALTER TABLE mfa_login_record_history MODIFY COLUMN updated_at datetime COMMENT '更新于';
escdb-600,mfa_login_record_history,user_agent,ALTER COLUMN,ALTER TABLE mfa_login_record_history MODIFY COLUMN user_agent varchar(1000) COMMENT '用户代理';
escdb-600,mfa_multiple_devices_cfg,org_id,ALTER COLUMN,ALTER TABLE mfa_multiple_devices_cfg MODIFY COLUMN org_id varchar(1024) COMMENT '组织id';
escdb-600,mfa_network_factor_cfg,num_end,ALTER COLUMN,ALTER TABLE mfa_network_factor_cfg MODIFY COLUMN num_end bigint(10) COMMENT 'num结束';
escdb-600,mfa_network_factor_cfg,num_start,ALTER COLUMN,ALTER TABLE mfa_network_factor_cfg MODIFY COLUMN num_start bigint(10) COMMENT 'num启动';
escdb-600,mfa_quarantine_area,name,ALTER COLUMN,ALTER TABLE mfa_quarantine_area MODIFY COLUMN name varchar(512) COMMENT '名称';
escdb-600,pi_app,pwd_salt,ALTER COLUMN,ALTER TABLE pi_app MODIFY COLUMN pwd_salt varchar(132) COMMENT 'pwd盐';
escdb-600,pi_device,deviceid,ALTER COLUMN,ALTER TABLE pi_device MODIFY COLUMN deviceid varchar(255) COMMENT '设备ID';
escdb-600,pi_device,eid,ALTER COLUMN,ALTER TABLE pi_device MODIFY COLUMN eid varchar(32) COMMENT 'eid';
escdb-600,pi_device,isdefault,ALTER COLUMN,ALTER TABLE pi_device MODIFY COLUMN isdefault int(11) COMMENT 'isdefault';
escdb-600,pi_device,type,ALTER COLUMN,ALTER TABLE pi_device MODIFY COLUMN type varchar(64) COMMENT '类型';
escdb-600,pi_device,username,ALTER COLUMN,ALTER TABLE pi_device MODIFY COLUMN username varchar(255) COMMENT '用户名';
escdb-600,pi_domain,domain,ALTER COLUMN,ALTER TABLE pi_domain MODIFY COLUMN domain varchar(255) COMMENT '领域';
escdb-600,pi_domain,id,ALTER COLUMN,ALTER TABLE pi_domain MODIFY COLUMN id varchar(255) COMMENT 'id';
escdb-600,pi_profile,appType,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN appType varchar(255) COMMENT '应用程序类型';
escdb-600,pi_profile,createTime,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN createTime datetime COMMENT '创建时间';
escdb-600,pi_profile,createUser,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN createUser varchar(255) COMMENT '创建用户';
escdb-600,pi_profile,groupname,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN groupname varchar(255) COMMENT '组名字';
escdb-600,pi_profile,items,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN items text COMMENT '项目';
escdb-600,pi_profile,model,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN model int(11) COMMENT '模型';
escdb-600,pi_profile,modifyTime,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN modifyTime datetime COMMENT '修改时间';
escdb-600,pi_profile,modifyUser,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN modifyUser varchar(255) COMMENT '修改用户';
escdb-600,pi_profile,name,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN name varchar(255) COMMENT '名称';
escdb-600,pi_profile,status,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN status int(11) COMMENT '地位';
escdb-600,pi_profile,vars,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN vars text COMMENT 'vars';
escdb-600,pi_profile,version,ALTER COLUMN,ALTER TABLE pi_profile MODIFY COLUMN version varchar(255) COMMENT '版本';
escdb-600,pi_resourcelabel,display,ALTER COLUMN,ALTER TABLE pi_resourcelabel MODIFY COLUMN display varchar(255) COMMENT '陈列';
escdb-600,pi_resourcelabel,locale,ALTER COLUMN,ALTER TABLE pi_resourcelabel MODIFY COLUMN locale varchar(255) COMMENT '场所';
escdb-600,pi_resourcelabel,RESOURCE_ID,ALTER COLUMN,ALTER TABLE pi_resourcelabel MODIFY COLUMN RESOURCE_ID varchar(255) COMMENT '资源id';
escdb-600,pi_selfcare,content,ALTER COLUMN,ALTER TABLE pi_selfcare MODIFY COLUMN content text COMMENT '所容纳之物';
escdb-600,pi_selfcare,createTime,ALTER COLUMN,ALTER TABLE pi_selfcare MODIFY COLUMN createTime datetime COMMENT '创建时间';
escdb-600,pi_selfcare,createUser,ALTER COLUMN,ALTER TABLE pi_selfcare MODIFY COLUMN createUser varchar(255) COMMENT '创建用户';
escdb-600,pi_selfcare,modifyTime,ALTER COLUMN,ALTER TABLE pi_selfcare MODIFY COLUMN modifyTime datetime COMMENT '修改时间';
escdb-600,pi_selfcare,modifyUser,ALTER COLUMN,ALTER TABLE pi_selfcare MODIFY COLUMN modifyUser varchar(255) COMMENT '修改用户';
escdb-600,pi_selfcare,pi_idmuserId,ALTER COLUMN,ALTER TABLE pi_selfcare MODIFY COLUMN pi_idmuserId varchar(255) COMMENT 'pi id muser id';
escdb-600,pi_selfcare,version,ALTER COLUMN,ALTER TABLE pi_selfcare MODIFY COLUMN version varchar(255) COMMENT '版本';
escdb-600,pi_sso_application_record,city,ALTER COLUMN,ALTER TABLE pi_sso_application_record MODIFY COLUMN city varchar(50) COMMENT '城市';
escdb-600,pi_sso_application_record,create_time,ALTER COLUMN,ALTER TABLE pi_sso_application_record MODIFY COLUMN create_time datetime COMMENT '创建时间';
escdb-600,pi_sso_application_record,updated_at,ALTER COLUMN,ALTER TABLE pi_sso_application_record MODIFY COLUMN updated_at datetime COMMENT '更新于';
escdb-600,pi_sso_attachment,file_name,ALTER COLUMN,ALTER TABLE pi_sso_attachment MODIFY COLUMN file_name varchar(255) COMMENT '文件名';
escdb-600,pi_sso_audit_first_protocol,app_version,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,pi_sso_audit_first_protocol,client_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN client_ip varchar(255) COMMENT '客户端ip';
escdb-600,pi_sso_audit_first_protocol,code,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN code varchar(255) COMMENT '密码';
escdb-600,pi_sso_audit_first_protocol,create_time,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN create_time datetime COMMENT '创建时间';
escdb-600,pi_sso_audit_first_protocol,c_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,pi_sso_audit_first_protocol,geo_city,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,pi_sso_audit_first_protocol,geo_country_long,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,pi_sso_audit_first_protocol,geo_latitude,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,pi_sso_audit_first_protocol,geo_longitude,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,pi_sso_audit_first_protocol,geo_region,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,pi_sso_audit_first_protocol,http_req,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,pi_sso_audit_first_protocol,id,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,pi_sso_audit_first_protocol,log_id,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,pi_sso_audit_first_protocol,module,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,pi_sso_audit_first_protocol,protocol,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN protocol varchar(255) COMMENT '协议';
escdb-600,pi_sso_audit_first_protocol,rel_obj_name,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,pi_sso_audit_first_protocol,request,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN request varchar(3000) COMMENT '要求';
escdb-600,pi_sso_audit_first_protocol,response,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN response varchar(3000) COMMENT '回答';
escdb-600,pi_sso_audit_first_protocol,service_id,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN service_id varchar(255) COMMENT '服务id';
escdb-600,pi_sso_audit_first_protocol,s_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,pi_sso_audit_first_protocol,tag,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,pi_sso_audit_first_protocol,time,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,pi_sso_audit_first_protocol,username,ALTER COLUMN,ALTER TABLE pi_sso_audit_first_protocol MODIFY COLUMN username varchar(255) COMMENT '用户名';
escdb-600,pi_sso_audit_second_protocol,app_version,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,pi_sso_audit_second_protocol,client_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN client_ip varchar(255) COMMENT '客户端ip';
escdb-600,pi_sso_audit_second_protocol,code,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN code varchar(255) COMMENT '密码';
escdb-600,pi_sso_audit_second_protocol,create_time,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN create_time datetime COMMENT '创建时间';
escdb-600,pi_sso_audit_second_protocol,c_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,pi_sso_audit_second_protocol,geo_city,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,pi_sso_audit_second_protocol,geo_country_long,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,pi_sso_audit_second_protocol,geo_latitude,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,pi_sso_audit_second_protocol,geo_longitude,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,pi_sso_audit_second_protocol,geo_region,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,pi_sso_audit_second_protocol,http_req,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,pi_sso_audit_second_protocol,id,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,pi_sso_audit_second_protocol,log_id,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,pi_sso_audit_second_protocol,module,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,pi_sso_audit_second_protocol,protocol,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN protocol varchar(255) COMMENT '协议';
escdb-600,pi_sso_audit_second_protocol,rel_obj_name,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,pi_sso_audit_second_protocol,request,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN request varchar(3000) COMMENT '要求';
escdb-600,pi_sso_audit_second_protocol,response,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN response varchar(3000) COMMENT '回答';
escdb-600,pi_sso_audit_second_protocol,s_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,pi_sso_audit_second_protocol,tag,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,pi_sso_audit_second_protocol,time,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,pi_sso_audit_second_protocol,token,ALTER COLUMN,ALTER TABLE pi_sso_audit_second_protocol MODIFY COLUMN token varchar(255) COMMENT '代币';
escdb-600,pi_sso_audit_third_protocol,app_version,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN app_version varchar(50) COMMENT '应用程序版本';
escdb-600,pi_sso_audit_third_protocol,client_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN client_ip varchar(255) COMMENT '客户端ip';
escdb-600,pi_sso_audit_third_protocol,create_time,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN create_time datetime COMMENT '创建时间';
escdb-600,pi_sso_audit_third_protocol,c_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN c_ip varchar(50) COMMENT 'c ip';
escdb-600,pi_sso_audit_third_protocol,geo_city,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN geo_city varchar(255) COMMENT '地理城市';
escdb-600,pi_sso_audit_third_protocol,geo_country_long,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN geo_country_long varchar(255) COMMENT '地理国家长期';
escdb-600,pi_sso_audit_third_protocol,geo_latitude,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN geo_latitude float COMMENT '地理纬度';
escdb-600,pi_sso_audit_third_protocol,geo_longitude,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN geo_longitude float COMMENT '地理经度';
escdb-600,pi_sso_audit_third_protocol,geo_region,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN geo_region varchar(255) COMMENT '地理区域';
escdb-600,pi_sso_audit_third_protocol,http_req,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN http_req longtext COMMENT 'http请求';
escdb-600,pi_sso_audit_third_protocol,id,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,pi_sso_audit_third_protocol,log_id,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN log_id varchar(36) COMMENT '日志id';
escdb-600,pi_sso_audit_third_protocol,module,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN module varchar(255) COMMENT '单元';
escdb-600,pi_sso_audit_third_protocol,protocol,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN protocol varchar(255) COMMENT '协议';
escdb-600,pi_sso_audit_third_protocol,rel_obj_name,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN rel_obj_name varchar(100) COMMENT 'rel-obj名称';
escdb-600,pi_sso_audit_third_protocol,request,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN request varchar(3000) COMMENT '要求';
escdb-600,pi_sso_audit_third_protocol,response,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN response varchar(3000) COMMENT '回答';
escdb-600,pi_sso_audit_third_protocol,s_ip,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN s_ip varchar(50) COMMENT 's ip';
escdb-600,pi_sso_audit_third_protocol,tag,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN tag varchar(100) COMMENT '标签';
escdb-600,pi_sso_audit_third_protocol,time,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN time bigint(20) COMMENT '时间';
escdb-600,pi_sso_audit_third_protocol,token,ALTER COLUMN,ALTER TABLE pi_sso_audit_third_protocol MODIFY COLUMN token varchar(255) COMMENT '代币';
escdb-600,pi_sso_device,deviceId,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN deviceId varchar(255) COMMENT '设备id';
escdb-600,pi_sso_device,device_id,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN device_id varchar(255) COMMENT '设备id';
escdb-600,pi_sso_device,eid,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN eid varchar(255) COMMENT 'eid';
escdb-600,pi_sso_device,id,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,pi_sso_device,isDefault,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN isDefault int(11) COMMENT '是默认值';
escdb-600,pi_sso_device,is_default,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN is_default int(11) COMMENT '是默认值';
escdb-600,pi_sso_device,type,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN type varchar(255) COMMENT '类型';
escdb-600,pi_sso_device,userName,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN userName varchar(255) COMMENT '用户名';
escdb-600,pi_sso_device,user_name,ALTER COLUMN,ALTER TABLE pi_sso_device MODIFY COLUMN user_name varchar(255) COMMENT '用户名';
escdb-600,pi_sso_internet_user,eid,ALTER COLUMN,ALTER TABLE pi_sso_internet_user MODIFY COLUMN eid varchar(32) COMMENT 'eid';
escdb-600,pi_sso_mobile_device,eid,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN eid varchar(32) COMMENT 'eid';
escdb-600,pi_sso_mobile_device,pr_createDate,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_createDate timestamp COMMENT 'pr创建日期';
escdb-600,pi_sso_mobile_device,pr_deviceid,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_deviceid varchar(64) COMMENT 'pr设备ID';
escdb-600,pi_sso_mobile_device,pr_offsetTime,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_offsetTime varchar(40) COMMENT 'pr偏移时间';
escdb-600,pi_sso_mobile_device,pr_salt,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_salt varchar(255) COMMENT 'pr盐';
escdb-600,pi_sso_mobile_device,pr_secretkey,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_secretkey varchar(300) COMMENT 'pr secretkey';
escdb-600,pi_sso_mobile_device,pr_serialNo,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_serialNo varchar(255) COMMENT 'pr序列号';
escdb-600,pi_sso_mobile_device,pr_status,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_status int(2) COMMENT 'pr状态';
escdb-600,pi_sso_mobile_device,pr_type,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_type varchar(30) COMMENT 'pr类型';
escdb-600,pi_sso_mobile_device,pr_uid,ALTER COLUMN,ALTER TABLE pi_sso_mobile_device MODIFY COLUMN pr_uid varchar(64) COMMENT 'pr uid';
escdb-600,pi_sso_pkicert_table,appcert,ALTER COLUMN,ALTER TABLE pi_sso_pkicert_table MODIFY COLUMN appcert text COMMENT 'appcert';
escdb-600,pi_sso_pkicert_table,appname,ALTER COLUMN,ALTER TABLE pi_sso_pkicert_table MODIFY COLUMN appname varchar(255) COMMENT 'appname';
escdb-600,pi_sso_pkicert_table,eid,ALTER COLUMN,ALTER TABLE pi_sso_pkicert_table MODIFY COLUMN eid varchar(32) COMMENT 'eid';
escdb-600,pi_sso_pkicert_table,rootcert,ALTER COLUMN,ALTER TABLE pi_sso_pkicert_table MODIFY COLUMN rootcert text COMMENT 'rootcert';
escdb-600,pi_sso_pkicert_table,rootname,ALTER COLUMN,ALTER TABLE pi_sso_pkicert_table MODIFY COLUMN rootname varchar(255) COMMENT '根名称';
escdb-600,pi_sso_pkicert_table,user_uid,ALTER COLUMN,ALTER TABLE pi_sso_pkicert_table MODIFY COLUMN user_uid varchar(255) COMMENT '用户uid';
escdb-600,pi_sso_registered_service,allow_proxy,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN allow_proxy bit(1) COMMENT '允许代理';
escdb-600,pi_sso_registered_service,at_exp_policy,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN at_exp_policy longblob COMMENT '到期时政策';
escdb-600,pi_sso_registered_service,authentication_class,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN authentication_class varchar(255) COMMENT '身份验证类';
escdb-600,pi_sso_registered_service,empty_entity_descriptors,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN empty_entity_descriptors bit(1) COMMENT '空实体描述符';
escdb-600,pi_sso_registered_service,id,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,pi_sso_registered_service,role_less_entity_descriptors,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN role_less_entity_descriptors bit(1) COMMENT '无角色实体描述符';
escdb-600,pi_sso_registered_service,rt_exp_policy,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN rt_exp_policy longblob COMMENT 'rt exp策略';
escdb-600,pi_sso_registered_service,service_id,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN service_id varchar(1024) COMMENT '服务id';
escdb-600,pi_sso_registered_service,supported_responses,ALTER COLUMN,ALTER TABLE pi_sso_registered_service MODIFY COLUMN supported_responses longblob COMMENT '支持的响应';
escdb-600,pi_sso_saml_idp_metadata,eid,ALTER COLUMN,ALTER TABLE pi_sso_saml_idp_metadata MODIFY COLUMN eid varchar(255) COMMENT 'eid';
escdb-600,pi_sso_saml_idp_metadata,fileType,ALTER COLUMN,ALTER TABLE pi_sso_saml_idp_metadata MODIFY COLUMN fileType varchar(255) COMMENT '文件类型';
escdb-600,pi_sso_saml_metadata,eid,ALTER COLUMN,ALTER TABLE pi_sso_saml_metadata MODIFY COLUMN eid varchar(32) COMMENT 'eid';
escdb-600,pi_sso_settings_table,alias,ALTER COLUMN,ALTER TABLE pi_sso_settings_table MODIFY COLUMN alias varchar(255) COMMENT '别名';
escdb-600,pi_sso_settings_table,attachment,ALTER COLUMN,ALTER TABLE pi_sso_settings_table MODIFY COLUMN attachment blob COMMENT '附件';
escdb-600,pi_sso_settings_table,eid,ALTER COLUMN,ALTER TABLE pi_sso_settings_table MODIFY COLUMN eid varchar(32) COMMENT 'eid';
escdb-600,pi_sso_settings_table,name,ALTER COLUMN,ALTER TABLE pi_sso_settings_table MODIFY COLUMN name varchar(255) COMMENT '名称';
escdb-600,pi_sso_settings_table,remark,ALTER COLUMN,ALTER TABLE pi_sso_settings_table MODIFY COLUMN remark varchar(255) COMMENT '评论';
escdb-600,pi_sso_settings_table,type,ALTER COLUMN,ALTER TABLE pi_sso_settings_table MODIFY COLUMN type varchar(255) COMMENT '类型';
escdb-600,pi_sso_settings_table,value,ALTER COLUMN,ALTER TABLE pi_sso_settings_table MODIFY COLUMN value varchar(5000) COMMENT '价值';
escdb-600,pi_sso_sp_service,eid,ALTER COLUMN,ALTER TABLE pi_sso_sp_service MODIFY COLUMN eid varchar(255) COMMENT 'eid';
escdb-600,pi_sso_sp_user,eid,ALTER COLUMN,ALTER TABLE pi_sso_sp_user MODIFY COLUMN eid varchar(255) COMMENT 'eid';
escdb-600,pi_user_browser,browserid,ALTER COLUMN,ALTER TABLE pi_user_browser MODIFY COLUMN browserid varchar(128) COMMENT '浏览';
escdb-600,pi_user_browser,eid,ALTER COLUMN,ALTER TABLE pi_user_browser MODIFY COLUMN eid varchar(32) COMMENT 'eid';
escdb-600,pi_user_browser,username,ALTER COLUMN,ALTER TABLE pi_user_browser MODIFY COLUMN username varchar(36) COMMENT '用户名';
escdb-600,pi_user_face,user_id,ALTER COLUMN,ALTER TABLE pi_user_face MODIFY COLUMN user_id bigint(20) COMMENT '用户id';
escdb-600,policy_desensitize_random,id,ALTER COLUMN,ALTER TABLE policy_desensitize_random MODIFY COLUMN id bigint(20) COMMENT 'id';
escdb-600,policy_desensitize,end_style,ALTER COLUMN,ALTER TABLE policy_desensitize MODIFY COLUMN end_style varchar(4) COMMENT '结束样式';
